pwsid,PWS_name,activity_s,owner_type,d_prin_cnt,d_populati,d_pws_fed_,d_last_inv,d_last_upd,source_tab,county_fip,state,Area_sqmi,FID_GSA_in,Basin_Numb,Basin_Subb,Basin_Name,GSA_Name,Area_sqm_1,Area_sqm_i,PercArea
CA1500493,"EL ADOBE POA, INC.",A,P,KERN,200,C,9/18/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.345611519,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.345611519,1
CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,A,P,KERN,100,C,12/10/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.196525912,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.196525912,1
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,A,P,KERN,545,C,8/9/18 0:00,5/24/16 0:00,2/10/20 0:00,29,CA,0.121028035,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.121028035,1
CA1502622,GOSFORD ROAD WATER COMPANY,A,P,KERN,50,C,5/28/15 0:00,5/28/15 0:00,2/10/20 0:00,29,CA,0.072624813,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.072624813,1
CA1500380,DE RANCHO Y MOBILE VILLA WATER,A,P,KERN,200,C,1/8/20 0:00,7/25/19 0:00,2/10/20 0:00,29,CA,0.013889725,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.013889725,1
CA1500452,RIVERDALE VILLAGE,A,P,KERN,750,C,7/29/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.058654454,89,5-022,5-022.14,SAN JOAQUIN VALLEY,Kern River GSA,356.5373638,0.058654454,1
CA1503509,THE ANNE SIPPI CLINIC-RIVERSIDE RANCH,A,P,KERN,35,C,3/7/19 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.016800619,92,5-022,5-022.14,SAN JOAQUIN VALLEY,Olcese Water District GSA,5.007825391,0.016800619,1
CA1510022,WEST KERN WATER DISTRICT,A,L,KERN,22863,C,7/22/19 0:00,7/16/19 0:00,2/10/20 0:00,29,CA,317.7458452,91,5-022,5-022.14,SAN JOAQUIN VALLEY,West Kern Water District GSA,250.7771912,243.8662803,0.767488494
CA1500554,EAST INYOKERN MUTUAL WATER,A,P,KERN,87,C,1/24/20 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.126053126,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.116060221,0.920724651
CA1510017,INDIAN WELLS VALLEY W.D.,A,L,KERN,29933,C,6/5/19 0:00,6/14/18 0:00,2/10/20 0:00,29,CA,29.72102148,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,29.16450261,0.981275244
CA1502690,"DUNE 3 MUTUAL WATER COMPANY, LLC",A,P,KERN,101,C,3/22/19 0:00,3/22/19 0:00,2/10/20 0:00,29,CA,0.178257884,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.175051715,0.982013871
CA1510036,INYOKERN CSD,A,L,KERN,1002,C,1/29/20 0:00,6/8/18 0:00,2/10/20 0:00,29,CA,4.343155545,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,4.27288381,0.98382012
CA1500579,LIFE WATER CO-OP,A,P,KERN,27,C,1/8/20 0:00,9/3/15 0:00,2/10/20 0:00,29,CA,0.090795447,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.090795447,1
CA1502608,OWENS PEAK WEST,A,P,KERN,67,C,9/24/19 0:00,4/26/19 0:00,2/10/20 0:00,29,CA,0.090618803,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.090618803,1
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,A,F,KERN,5000,C,6/4/19 0:00,9/23/16 0:00,2/10/20 0:00,29,CA,3.148758416,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,3.148758416,1
CA1502659,OWENS PEAK SOUTH,A,P,KERN,40,C,4/22/19 0:00,9/3/15 0:00,2/10/20 0:00,29,CA,0.068172247,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.068172247,1
CA1500591,SWEET WATER CO-OP,A,P,KERN,47,C,11/6/18 0:00,6/28/17 0:00,2/10/20 0:00,29,CA,0.060659335,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.060659335,1
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,A,P,KERN,26,C,10/2/18 0:00,9/3/15 0:00,2/10/20 0:00,29,CA,0.06027883,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.06027883,1
CA1500564,HOMETOWN WATER ASSOCIATION,A,P,KERN,25,C,9/26/18 0:00,1/9/15 0:00,2/10/20 0:00,29,CA,0.023242992,61,6-054,6-054,INDIAN WELLS VALLEY,Indian Wells Valley Groundwater Authority GSA,596.3119089,0.023242992,1
CA3710036,BORREGO WD,A,L,SAN DIEGO,3429,C,7/30/19 0:00,3/7/17 0:00,2/10/20 0:00,73,CA,50.05024186,30,7-024,7-024.01,BORREGO VALLEY,Borrego Valley GSA - Borrego Springs,98.0237615,46.99540406,0.938964575
